Family,Genus,Species,volant,Position,ShiftR,PrAb,Sampling,Grain,Quality,Start
Tenebrionidae,Bolitophagus,Bolitophagus reticulatus,n,Leading edge,2.421,OCCUR,TWO,FINE,LOW,1902
Tenebrionidae,Lagria,Lagria hirta,n,Leading edge,3.828,OCCUR,TWO,FINE,LOW,1902
Trogossitidae,Peltis,Peltis ferruginea,n,Leading edge,0.727,OCCUR,TWO,FINE,LOW,1902
Trogossitidae,Thymalus,Thymalus limbatus,n,Leading edge,4.498,OCCUR,TWO,FINE,LOW,1902
Dytiscidae,Agabus,Agabus bipustulatus,n,Leading edge,0.354,OCCUR,TWO,FINE,LOW,1902
Dytiscidae,Agabus,Agabus melanarius,n,Leading edge,1.656,OCCUR,TWO,FINE,LOW,1902
Dytiscidae,Hydroporus,Hydroporus palustris,n,Leading edge,0.354,OCCUR,TWO,FINE,LOW,1902
Dytiscidae,Ilybius,Ilybius quadriguttatus,n,Leading edge,-0.124,OCCUR,TWO,FINE,LOW,1902
Hydrophilidae,Crenitis,Crenitis punctatostriata,n,Leading edge,0.124,OCCUR,TWO,FINE,LOW,1902
Hydrophilidae,Cryptopleurum,Cryptopleurum minutum,n,Leading edge,5.426,OCCUR,TWO,FINE,LOW,1902
Hydrophilidae,Megasternum,Megasternum obscurum,n,Leading edge,0.574,OCCUR,TWO,FINE,LOW,1902
Clusiidae,Clusia,Clusia,y,Centroid,5.7,ABUND,TWO,FINE,RESURVEYED,2003
Syrphidae,Baccha,Baccha elongata,y,Leading edge,2.813,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Brachypalpus,Brachypalpus valgus,y,Leading edge,5.617,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Cheilosia,Cheilosia albitarsis,y,Leading edge,2.871,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Cheilosia,Cheilosia variabilis,y,Leading edge,1.388,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Chrysogaster,Chrysogaster lucida,y,Leading edge,5.809,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Chrysotoxum,Chrysotoxum arcuatum,y,Leading edge,2.268,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Chrysotoxum,Chrysotoxum bicinctum,y,Leading edge,-0.057,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Chrysotoxum,Chrysotoxum fasciolatum,y,Leading edge,5.713,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Criorhina,Criorhina asilica,y,Leading edge,-0.316,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Dasysyrphus,Dasysyrphus hilaris,y,Leading edge,2.555,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Dasysyrphus,Dasysyrphus pinastri,y,Leading edge,2.574,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Dasysyrphus,Dasysyrphus venustus,y,Leading edge,4.325,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Didea,Didea fasciata,y,Leading edge,-3.502,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Episyrphus,Episyrphus balteatus,y,Leading edge,4.967,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Eristalis,Eristalis pertinax,y,Leading edge,4.182,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Eristalis,Eristalis rupium,y,Leading edge,0.909,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Eristalis,Eristalis tenax,y,Leading edge,-1.56,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Eupeodes,Eupeodes corollae,y,Leading edge,5.761,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Eupeodes,Eupeodes luniger,y,Leading edge,1.617,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Helophilus,Helophilus pendulus,y,Leading edge,6.115,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Helophilus,Helophilus trivittatus,y,Leading edge,2.536,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Ischyrosyrphus,Ischyrosyrphus glaucius,y,Leading edge,1.053,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Leucozona,Leucozona lucorum,y,Leading edge,-1.589,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Mallota,Mallota florea,y,Leading edge,6.431,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Megasyrphus,Megasyrphus erraticus,y,Leading edge,-0.316,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Melangyna,Melangyna umbellatarum,y,Leading edge,6.431,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Melanostoma,Melanostoma mellinum,y,Leading edge,3.043,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Melanostoma,Melanostoma scalare,y,Leading edge,3.053,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Meliscaeva,Meliscaeva auricollis,y,Leading edge,2.986,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Meliscaeva,Meliscaeva cinctella,y,Leading edge,6.584,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Neoascia,Neoascia meticulosa,y,Leading edge,2.536,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Parasyrphus,Parasyrphus lineolus,y,Leading edge,5.435,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Parasyrphus,Parasyrphus macularis,y,Leading edge,4.804,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Pipiza,Pipiza noctiluca,y,Leading edge,1.675,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Pipiza,Pipiza quadrimaculata,y,Leading edge,0.957,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Platycheirus,Platycheirus albimanus,y,Leading edge,4.957,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Platycheirus,Platycheirus clypeatus,y,Leading edge,5.435,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Platycheirus,Platycheirus peltatus,y,Leading edge,-1.627,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Rhingia,Rhingia campestris,y,Leading edge,-2.689,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Scaeva,Scaeva pyrastri,y,Leading edge,1.789,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Sericomyia,Sericomyia lappona,y,Leading edge,-1.254,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Sericomyia,Sericomyia silentis,y,Leading edge,2.67,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Sphaerophoria,Sphaerophoria scripta,y,Leading edge,0.172,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Sphegina,Sphegina clunipes,y,Leading edge,2.239,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Sphegina,Sphegina spheginea,y,Leading edge,4.612,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Syrphus,Syrphus ribesii,y,Leading edge,3.139,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Syrphus,Syrphus torvus,y,Leading edge,1.311,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Volucella,Volucella pellucens,y,Leading edge,2.115,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Xylota,Xylota sylvarum,y,Leading edge,4.804,OCCUR,TWO,FINE,LOW,1902
Syrphidae,Cheilosia,Cheilosia pagana,y,Leading edge,-0.057,OCCUR,TWO,FINE,LOW,1902
Formicidae,Camponotus,Camponotus herculeanus,n,Leading edge,0.048,OCCUR,TWO,FINE,LOW,1902
Formicidae,Formica,Formica rufa,n,Leading edge,0.048,OCCUR,TWO,FINE,LOW,1902
Formicidae,Formica,Formica sanguinea,n,Leading edge,1.483,OCCUR,TWO,FINE,LOW,1902
Formicidae,Lasius,Lasius fuliginosus,n,Leading edge,3.665,OCCUR,TWO,FINE,LOW,1902
Formicidae,Lasius,Lasius mixtus,n,Leading edge,-0.574,OCCUR,TWO,FINE,LOW,1902
Formicidae,Manica,Manica rubida,n,Leading edge,3.876,OCCUR,TWO,FINE,LOW,1902
Andrenidae,Andrena,Andrena humilis,y,Leading edge,4.737,OCCUR,TWO,FINE,LOW,1902
Andrenidae,Andrena,Andrena lapponica,y,Leading edge,0.957,OCCUR,TWO,FINE,LOW,1902
Andrenidae,Andrena,Andrena ovatula,y,Leading edge,-0.057,OCCUR,TWO,FINE,LOW,1902
Andrenidae,Andrena,Andrena wilkella,y,Leading edge,6.507,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus affinis,y,Centroid,-0.968,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus affinis,y,Centroid,-0.593,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus affinis,y,Centroid,-0.333,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus alpinus,y,Centroid,0.141,OCCUR,CONT,FINE,LOW,1876
Apidae,Bombus,Bombus alpinus,y,Leading edge,0.258,OCCUR,CONT,FINE,LOW,1984
Apidae,Bombus,Bombus alpinus,y,Centroid,11.834,OCCUR,CONT,FINE,LOW,1984
Apidae,Bombus,Bombus alpinus,y,Trailing edge,15.452,OCCUR,CONT,FINE,LOW,1984
Apidae,Bombus,Bombus appositus,y,Centroid,-2.147,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus appositus,y,Centroid,3.499,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus appositus,y,Centroid,3.796,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus appositus,y,Centroid,4.471,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus appositus,y,Centroid,12.926,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus auricomus,y,Centroid,-0.415,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus auricomus,y,Centroid,0.564,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus auricomus,y,Centroid,1.905,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus balteatus,y,Centroid,-0.941,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus balteatus,y,Centroid,7.471,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus barbutellus,y,Centroid,-0.35,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus barbutellus,y,Centroid,0.902,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus barbutellus,y,Centroid,2.247,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bifarius,y,Centroid,0.752,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bifarius,y,Centroid,2.353,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus bifarius,y,Centroid,6.42,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bifarius,y,Centroid,6.938,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bifarius,y,Centroid,11.029,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus bimaculatus,y,Centroid,0.373,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bimaculatus,y,Centroid,0.627,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bimaculatus,y,Centroid,0.734,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,-1.876,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,-0.842,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,0.165,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,0.378,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,0.965,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus bohemicus,y,Centroid,1.492,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus borealis,y,Centroid,-1.959,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus borealis,y,Centroid,-1.701,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus borealis,y,Centroid,-1.213,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus campestris,y,Centroid,0.018,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus campestris,y,Centroid,0.266,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus campestris,y,Centroid,0.608,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus centralis,y,Centroid,-5.501,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus centralis,y,Centroid,-2.412,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus centralis,y,Centroid,0.271,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus citrinus,y,Centroid,-0.785,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus citrinus,y,Centroid,0.015,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus citrinus,y,Centroid,0.393,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus cryptarum,y,Centroid,-8.121,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus cryptarum,y,Centroid,-7.578,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus cryptarum,y,Centroid,-2.334,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus distinguendus,y,Centroid,-0.703,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus distinguendus,y,Centroid,-0.559,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus distinguendus,y,Centroid,0.413,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fervidus,y,Centroid,-2.17,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fervidus,y,Centroid,-0.266,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fervidus,y,Centroid,1.515,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus flavifrons,y,Centroid,-10.223,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus flavifrons,y,Centroid,-3.407,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus flavifrons,y,Centroid,-1.794,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus flavifrons,y,Centroid,2.529,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus flavifrons,y,Centroid,9.559,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fraternus,y,Centroid,-2.67,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fraternus,y,Centroid,3.059,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus fraternus,y,Centroid,5.976,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus frigidus,y,Centroid,-0.711,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus frigidus,y,Centroid,-0.5,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus frigidus,y,Centroid,1.641,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus frigidus,y,Centroid,8.088,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus frigidus,y,Centroid,12.647,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus griseocollis,y,Centroid,-2.719,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus griseocollis,y,Centroid,-2.114,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus griseocollis,y,Centroid,-1.385,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hortorum,y,Centroid,-25.498,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus hortorum,y,Centroid,-1.58,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hortorum,y,Centroid,-1.563,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hortorum,y,Centroid,-1.124,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hortorum,y,Trailing edge,-0.39,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus hortorum,y,Leading edge,-0.346,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus humilis,y,Centroid,-12.834,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus humilis,y,Trailing edge,-5.39,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus humilis,y,Centroid,-0.396,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus humilis,y,Centroid,1.373,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus humilis,y,Centroid,5.466,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus humilis,y,Leading edge,28.024,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus huntii,y,Centroid,3.974,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus huntii,y,Centroid,6.686,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus huntii,y,Centroid,8.474,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hypnorum,y,Centroid,-1.371,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hypnorum,y,Centroid,0.769,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hypnorum,y,Centroid,1.357,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus hypnorum,y,Leading edge,5.589,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus impatiens,y,Centroid,-0.144,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus impatiens,y,Centroid,0.074,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus impatiens,y,Centroid,0.406,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus insularis,y,Centroid,-2.1,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus insularis,y,Centroid,0.618,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus insularis,y,Centroid,1.512,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus jonellus,y,Trailing edge,-30.015,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus jonellus,y,Centroid,-2.085,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus jonellus,y,Centroid,-1.791,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus jonellus,y,Centroid,-1.747,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus jonellus,y,Centroid,4.307,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus jonellus,y,Leading edge,9.946,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lapidarius,y,Centroid,-1.855,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lapidarius,y,Centroid,-1.853,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lapidarius,y,Centroid,-0.693,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lapidarius,y,Leading edge,3.01,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lapidarius,y,Centroid,14.22,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lapidarius,y,Trailing edge,27.815,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lucorum,y,Centroid,-2.477,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lucorum,y,Centroid,-2.057,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lucorum,y,Centroid,-1.647,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus lucorum,y,Trailing edge,12.302,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lucorum,y,Leading edge,13.337,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus lucorum,y,Centroid,19.283,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus magnus,y,Centroid,-1.184,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus magnus,y,Centroid,-1.079,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus magnus,y,Centroid,4.88,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus melanopygus,y,Centroid,-7.998,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus melanopygus,y,Centroid,-3.23,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus melanopygus,y,Centroid,-2.261,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mendax,y,Centroid,-0.233,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mendax,y,Centroid,3.667,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mendax,y,Centroid,3.84,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mesomelas,y,Leading edge,-0.049,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus mesomelas,y,Centroid,0.602,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mesomelas,y,Centroid,0.636,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mesomelas,y,Centroid,3.196,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mesomelas,y,Centroid,3.273,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus mesomelas,y,Trailing edge,31.361,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus mixtus,y,Centroid,-6.742,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mixtus,y,Centroid,-5.206,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mixtus,y,Centroid,2.147,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus mixtus,y,Centroid,3.091,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mixtus,y,Centroid,4.118,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus monticola,y,Centroid,-11.22,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus monticola,y,Centroid,-7.412,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus monticola,y,Centroid,-4.493,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus monticola,y,Leading edge,-1.585,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus monticola,y,Centroid,-0.901,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus monticola,y,Trailing edge,8.712,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus morrisoni,y,Centroid,0.065,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus morrisoni,y,Centroid,1.577,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus morrisoni,y,Centroid,4.336,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mucidus,y,Centroid,-0.677,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mucidus,y,Centroid,3.222,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus mucidus,y,Centroid,4.899,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus muscorum,y,Centroid,0.067,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus muscorum,y,Centroid,1.197,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus muscorum,y,Centroid,1.592,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus muscorum,y,Trailing edge,3,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus muscorum,y,Leading edge,12.59,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus muscorum,y,Centroid,35.015,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus nevadensis,y,Centroid,-0.229,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus nevadensis,y,Centroid,5.208,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus nevadensis,y,Centroid,8.496,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus norvegicus,y,Centroid,1.842,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus norvegicus,y,Centroid,2.683,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus norvegicus,y,Centroid,3.264,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus occidentalis,y,Centroid,0.547,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus occidentalis,y,Centroid,0.559,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus occidentalis,y,Centroid,2.457,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus occidentalis,y,Centroid,3.418,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus occidentalis,y,Centroid,7.706,ABUND,TWO,FINE,MODELED,1974
Apidae,Bombus,Bombus pascuorum,y,Centroid,-1.945,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pascuorum,y,Centroid,-1.736,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pascuorum,y,Centroid,-1.013,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pascuorum,y,Centroid,-0.961,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pascuorum,y,Trailing edge,-0.824,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pascuorum,y,Leading edge,4.478,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus pascuorum,y,Leading edge,10.278,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pensylvanicus,y,Centroid,-0.982,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pensylvanicus,y,Centroid,1.45,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pensylvanicus,y,Centroid,2.65,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus perplexus,y,Centroid,-1.878,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus perplexus,y,Centroid,-1.365,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus perplexus,y,Centroid,-0.846,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pomorum,y,Centroid,4.039,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pomorum,y,Centroid,4.288,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pomorum,y,Centroid,7.999,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pratorum,y,Centroid,-2.228,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pratorum,y,Centroid,-2.172,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pratorum,y,Centroid,-1.978,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pratorum,y,Leading edge,0.727,OCCUR,TWO,FINE,LOW,1902
Apidae,Bombus,Bombus pratorum,y,Trailing edge,2.073,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pratorum,y,Leading edge,10.566,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pratorum,y,Centroid,19.346,ABUND,TWO,FINE,LOW,1987
Apidae,Bombus,Bombus pyrenaeus,y,Centroid,1.077,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pyrenaeus,y,Centroid,5.885,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus pyrenaeus,y,Centroid,5.975,OCCUR,TWO,FINE,LOW,1901
Apidae,Bombus,Bombus quadricolor,y,Centroid,-8.232,OCCUR,TWO,FINE,LOW,1901
